event_type,timestamp,user_id,event_id,metadata,source,error_reason
page_view,,3145,evt_005090,viewed product page,web,invalid_timestamp
page_view,2026-06-19T06:01:40,,evt_005094,,web,missing_user_id
,2026-06-16T18:42:47,5994,evt_005100,,mobil,invalid_event_type
page_view,2026-06-24T16:07:50,,evt_005107,viewed product page,web,missing_user_id
page_view,2026-06-17T04:47:38,,evt_005124,viewed product page,direct,missing_user_id
,2026-06-20T17:16:27,300,evt_005125,,desktop_app,invalid_event_type
page_view,2026-06-21T04:30:33,,evt_005129,opened pricing page,mobile_android,missing_user_id
page_view,,7184,,landed on homepage,mobile_ios,invalid_timestamp;missing_event_id
page_view,2026-06-15T19:49:18,,evt_005138,,email,missing_user_id
scroll,,,evt_005139,scrolled down,web,missing_timestamp;missing_user_id
purchase,2026-06-23T01:33:17,,evt_005145,purchase??,mobile_android,missing_user_id
search,2026-06-16T17:39:16,,evt_005151,random search,web,missing_user_id
scroll,2026-06-21T03:33:20,9404,,scroll spam,mobile_ios,missing_event_id
,2026-06-16T09:55:06,9366,evt_005164,viewed product page,desktop_app,missing_event_type
scroll,2026-06-23T01:06:35,7424,evt_005167,fast scroll through page,desktop_app,duplicate_event
scroll,2026-06-19T12:26:31,,evt_005168,fast scroll through page,WEB,missing_user_id
search,,9239,evt_005176,search query: headphones,api_v2,missing_timestamp
page_view,2026-06-17T08:51:28,,,user stared at page for a while,web,missing_user_id;missing_event_id
remove_from_cart,,3106,,remove_from_cart,web,missing_timestamp;missing_event_id
,2026-06-20T06:58:25,9093,evt_005184,,mobile_ios,invalid_event_type
page_view,2026-06-23T20:58:28,2466,evt_005193,Page loaded,tablet,duplicate_event
remove_from_cart,,9751,evt_005197,removed item from cart,unknown_source,missing_timestamp
page_view,,5317,evt_005200,viewed product page,tablet,missing_timestamp
remove_from_cart,,1929,evt_005219,cart item deleted,mobile_ios,missing_timestamp
scroll,,8549,evt_005225,"slow scroll, reading carefully",web,invalid_timestamp
add_to_cart,,5298,evt_005228,accidental add to cart,desktop_app,missing_timestamp
page_view,2026-06-16T00:09:55,4978,,,web,missing_event_id
search,2026-06-17T16:09:58,,evt_005238,searched for shoes,desktop_app,missing_user_id
scroll,2026-06-20T15:14:39,,evt_005248,scrolled down,web,missing_user_id
search,,,evt_005249,rage searched product,tablet,invalid_timestamp;missing_user_id
,2026-06-15T20:56:49,5335,evt_005252,scrolling endlessly,mobile_ios,missing_event_type
scroll,,6784,evt_005254,scrolled down,mobil,missing_timestamp
scroll,,5168,evt_005255,scrolled down,desktop_app,missing_timestamp
,2026-06-15T18:58:33,8963,evt_005259,search query: headphones,unknown_source,missing_event_type
search,2026-06-16T19:45:21,592,evt_005262,searched for shoes,email,duplicate_event
scroll,2026-06-25T19:48:35,9838,evt_005264,,mobile_android,duplicate_event
,,4030,evt_005266,,mobile_ios,invalid_event_type;missing_timestamp
search,2026-06-19T18:18:24,,evt_005290,looked up return policy,mobile_android,missing_user_id
scroll,2026-06-19T18:30:13,,evt_005293,barely scrolling,WEB,missing_user_id
page_view,,9103,evt_005296,,desktop_app,missing_timestamp
add_to_cart,2026-06-15T17:21:46,,evt_005299,,mobile_ios,missing_user_id
page_view,2026-06-25T11:23:36,,evt_005304,opened pricing page,web,missing_user_id
page_view,,2399,evt_005309,viewed product page,desktop_app,invalid_timestamp
,2026-06-17T11:05:11,5771,evt_005314,opened pricing page,mobile_ios,missing_event_type
page_view,,1037,evt_005321,opened page then immediately left,direct,invalid_timestamp
add_to_cart,2026-06-17T07:36:37,1707,,added same item twice,,missing_event_id
scroll,,4413,evt_005336,fast scroll through page,desktop_app,missing_timestamp
,2026-06-24T17:05:46,8256,evt_005339,fast scroll through page,desktop_app,missing_event_type
page_view,2026-06-26T05:28:01,,,,web,missing_user_id;missing_event_id
page_view,,6040,evt_005349,landed on homepage,email,missing_timestamp
PAGE_VIEW,,6040,evt_005349,landed on homepage,email,duplicate_event
page_view,2026-06-24T00:58:18,4885,evt_005355,,mobile_android,duplicate_event
page_view,,2211,evt_005359,Page loaded,web,invalid_timestamp
search,,,evt_005367,searched for shoes,mobile_android,missing_timestamp;missing_user_id
scroll,2026-06-16T00:08:21,7274,,scrolled down,hsearch,missing_event_id
,2026-06-17T02:59:16,4128,evt_005384,viewed product page,,missing_event_type
,,3000,evt_005385,searched for shoes,unknown_source,missing_event_type;missing_timestamp
search,2026-06-22T21:49:34,,evt_005389,typo in search query,,missing_user_id
page_view,2026-06-20T02:17:54,6950,,Page loaded,web,missing_event_id
page_view,2026-06-20T21:20:20,9629,,accidentally opened page,web,missing_event_id
scroll,2026-06-20T18:43:42,,evt_005410,barely scrolling,web,missing_user_id
search,2026-06-20T06:57:30,,evt_005412,random search,email,missing_user_id
purchase,,7420,,payment successful,mobile_ios,missing_timestamp;missing_event_id
page_view,2026-06-21T15:15:42,9213,,opened pricing page,mobile_ios,missing_event_id
page_view,,8804,evt_005422,opened page then immediately left,mobile_ios,missing_timestamp
remove_from_cart,,6298,evt_005426,removed product,web,invalid_timestamp
remove_from_cart,2026-06-17T23:00:37,2007,,removed product,mobile_ios,missing_event_id
,2026-06-19T18:14:54,7121,evt_005442,Page loaded,email,missing_event_type
page_view,2026-06-24T17:28:49,9419,evt_005445,landed on homepage,hsearch,duplicate_event
add_to_cart,2026-06-19T14:11:13,,evt_005449,,WEB,missing_user_id
,2026-06-26T16:01:40,9482,evt_005455,removed product,,missing_event_type
search,2026-06-18T10:45:53,8684,,searched for shoes,mobil,missing_event_id
page_view,,9126,evt_005471,accidentally opened page,web,missing_timestamp
scroll,,1824,,,web,invalid_timestamp;missing_event_id
page_view,,9376,evt_005491,viewed product page,web,invalid_timestamp
,2026-06-25T13:29:33,4570,evt_005495,accidental add to cart,desktop_app,missing_event_type
scroll,,5098,evt_005509,fast scroll through page,hsearch,missing_timestamp
remove_from_cart,2026-06-25T07:13:31,,evt_005517,remove_from_cart,web,missing_user_id
,2026-06-18T02:53:17,2156,evt_005519,barely scrolling,web,missing_event_type
,2026-06-21T22:59:11,170,evt_005520,payment successful,web,missing_event_type
,2026-06-22T18:56:52,1872,evt_005521,,email,invalid_event_type
page_view,2026-06-25T23:58:59,,evt_005522,opened page then immediately left,web,missing_user_id
scroll,,8334,evt_005525,,direct,invalid_timestamp
add_to_cart,2026-06-21T20:00:58,8767,,added item to cart,desktop_app,missing_event_id
,2026-06-21T09:45:52,2477,evt_005529,removed item from cart,mobile_android,missing_event_type
scroll,2026-06-20T21:55:56,3422,,scrolled down,mobile_ios,missing_event_id
page_view,2026-06-22T02:53:41,4809,,viewed product page,web,missing_event_id
scroll,2026-06-15T18:12:43,7622,,scrolled down,email,missing_event_id
,2026-06-15T16:51:41,1899,evt_005560,clicked buy but didn't mean to,api_v2,missing_event_type
page_view,,5829,evt_005563,Page loaded,mobile_ios,invalid_timestamp
ADD_TO_CART,2026-06-20T01:36:19,9993,evt_005568,cart updated,web,duplicate_event
page_view,2026-06-25T12:11:53,,evt_005569,accidentally opened page,web,missing_user_id
,2026-06-16T15:04:04,2563,,,mobile_android,missing_event_type;missing_event_id
,2026-06-20T07:03:31,4141,evt_005578,,mobile_ios,invalid_event_type
,2026-06-18T15:52:25,3787,evt_005579,,,invalid_event_type
,2026-06-18T02:27:24,7016,evt_005584,"slow scroll, reading carefully",,missing_event_type
,2026-06-17T00:37:21,9701,evt_005585,,web,invalid_event_type
search,,9752,evt_005588,search fired twice,,invalid_timestamp
scroll,,9076,evt_005593,autoscroll triggered,unknown_source,missing_timestamp
page_view,,6982,evt_005596,Page loaded,WEB,invalid_timestamp
search,,5446,evt_005597,,web,missing_timestamp
scroll,,6616,evt_005603,"slow scroll, reading carefully",mobile_ios,invalid_timestamp
page_view,2026-06-16T18:13:38,,evt_005606,opened pricing page,WEB,missing_user_id
scroll,2026-06-23T23:15:07,835,,"slow scroll, reading carefully",web,missing_event_id
scroll,2026-06-26T01:44:32,88,,fast scroll through page,WEB,missing_event_id
page_view,2026-06-26T15:28:10,,evt_005621,viewed product page,web,missing_user_id
remove_from_cart,2026-06-25T20:46:25,,evt_005622,removed item from cart,web,missing_user_id
purchase,,516,evt_005625,"just browsing, no intent to buy",unknown_source,missing_timestamp
page_view,,,evt_005630,viewed product page,,missing_timestamp;missing_user_id
search,,2917,evt_005631,searched for shoes,WEB,invalid_timestamp
page_view,2026-06-15T14:06:55,7892,,viewed product page,web,missing_event_id
search,,4680,evt_005642,,desktop_app,missing_timestamp
Search,,4680,evt_005642,,desktop_app,duplicate_event
remove_from_cart,2026-06-19T04:11:46,,evt_005643,cart item deleted,email,missing_user_id
,2026-06-20T09:23:10,7426,evt_005650,viewed product page,unknown_source,missing_event_type
search,,1706,evt_005663,,web,missing_timestamp
scroll,2026-06-25T14:45:28,,evt_005665,barely scrolling,mobil,missing_user_id
scroll,,9861,evt_005669,"slow scroll, reading carefully",tablet,invalid_timestamp
remove_from_cart,2026-06-20T12:49:04,7502,,removed item from cart,mobile_ios,missing_event_id
page_view,2026-06-22T18:15:11,,evt_005671,Page loaded,mobil,missing_user_id
,2026-06-19T01:05:35,7320,evt_005672,scrolled down,web,missing_event_type
add_to_cart,2026-06-23T00:15:15,,evt_005679,added then removed item quickly,desktop_app,missing_user_id
add_to_cart,2026-06-23T03:04:36,6037,,add to cart clicked,mobile_ios,missing_event_id
page_view,,7978,evt_005692,opened pricing page,tablet,missing_timestamp
page_view,,7978,evt_005692,opened pricing page,tablet,duplicate_event
,2026-06-15T12:18:53,7315,evt_005699,,desktop_app,invalid_event_type
page_view,,2596,evt_005700,landed on homepage,,missing_timestamp
,2026-06-21T03:59:25,,evt_005705,,web,invalid_event_type;missing_user_id
scroll,,5971,evt_005715,scrolling endlessly,web,invalid_timestamp
search,2026-06-21T00:39:10,,evt_005716,searched for shoes,mobile_ios,missing_user_id
page_view,2026-06-23T00:02:56,7190,,landed on homepage,unknown_source,missing_event_id
add_to_cart,,9614,evt_005729,added item to cart,email,invalid_timestamp
search,2026-06-19T02:50:13,,evt_005736,searched for shoes,web,missing_user_id
add_to_cart,,3609,evt_005742,cart updated,web,missing_timestamp
search,2026-06-22T12:37:35,750,,random search,mobile_ios,missing_event_id
,2026-06-17T12:56:57,,evt_005749,PAGE_VIEW,web,missing_event_type;missing_user_id
remove_from_cart,,,evt_005757,removed item immediately after adding,tablet,missing_timestamp;missing_user_id
page_view,,,,viewed product page,desktop_app,missing_timestamp;missing_user_id;missing_event_id
,2026-06-17T07:08:15,,evt_005763,cart updated,desktop_app,missing_event_type;missing_user_id
add_to_cart,,238,evt_005764,accidental add to cart,mobile_ios,missing_timestamp
search,2026-06-26T10:44:50,9595,,looked up return policy,web,missing_event_id
page_view,2026-06-24T10:54:55,,evt_005777,opened page then immediately left,WEB,missing_user_id
scroll,,8803,evt_005782,fast scroll through page,api_v2,invalid_timestamp
page_view,,,evt_005790,landed on homepage,web,missing_timestamp;missing_user_id
,2026-06-22T13:04:42,1710,evt_005792,,desktop_app,invalid_event_type
scroll,2026-06-22T16:30:16,,evt_005795,barely scrolling,email,missing_user_id
scroll,,2533,evt_005798,scrolled down,mobile_ios,missing_timestamp
page_view,2026-06-24T21:37:20,,evt_005803,,desktop_app,missing_user_id
remove_from_cart,2026-06-21T00:40:46,4563,,remove clicked,desktop_app,missing_event_id
search,2026-06-26T00:18:21,6359,,searched for shoes,,missing_event_id
search,2026-06-22T05:32:37,,evt_005808,search query: headphones,web,missing_user_id
,2026-06-21T01:43:38,,evt_005815,scrolled down,mobile_android,missing_event_type;missing_user_id
page_view,,8032,evt_005820,,desktop_app,missing_timestamp
add_to_cart,,2615,evt_005821,add to cart clicked,,missing_timestamp
search,,9301,evt_005823,,web,missing_timestamp
page_view,2026-06-25T01:33:57,3472,,Page loaded,mobil,missing_event_id
,2026-06-24T03:04:47,3727,evt_005834,purchase completed,direct,missing_event_type
ADD_TO_CART,2026-06-24T03:40:37,2622,evt_005843,added same item twice,hsearch,duplicate_event
remove_from_cart,2026-06-24T04:17:08,9946,,removed product,web,missing_event_id
,2026-06-25T11:40:19,4371,evt_005851,scrolled down,email,missing_event_type
purchase,,1134,,clicked buy but didn't mean to,mobile_ios,invalid_timestamp;missing_event_id
scroll,,4647,evt_005858,barely scrolling,mobile_ios,invalid_timestamp
page_view,,5036,evt_005861,viewed product page,tablet,missing_timestamp
remove_from_cart,,9433,evt_005863,removed product,unknown_source,invalid_timestamp
remove_from_cart,,7365,evt_005865,"changed mind, removed",unknown_source,invalid_timestamp
scroll,2026-06-22T02:03:03,3604,evt_005868,"slow scroll, reading carefully",,duplicate_event
page_view,,8586,evt_005872,landed on homepage,web,missing_timestamp
page_view,2026-06-15T15:50:58,,evt_005873,viewed product page,web,missing_user_id
,,6857,evt_005885,,,invalid_event_type;missing_timestamp
,2026-06-16T10:59:03,9193,evt_005889,,web,invalid_event_type
page_view,,5993,evt_005891,landed on homepage,web,missing_timestamp
page_view,2026-06-19T05:36:05,8008,,PAGE_VIEW,mobile_ios,missing_event_id
page_view,2026-06-20T05:13:44,,evt_005910,accidentally opened page,unknown_source,missing_user_id
,2026-06-15T12:44:54,7630,evt_005911,,mobile_ios,invalid_event_type
page_view,,9882,evt_005914,,email,missing_timestamp
page_view,2026-06-15T22:58:49,4894,,viewed product page,email,missing_event_id
page_view,,4841,evt_005933,PAGE_VIEW,desktop_app,missing_timestamp
scroll,2026-06-16T07:33:28,,evt_005934,barely scrolling,hsearch,missing_user_id
page_view,2026-06-21T07:38:55,,evt_005942,accidentally opened page,desktop_app,missing_user_id
page_view,,2611,evt_005944,landed on homepage,tablet,missing_timestamp
add_to_cart,2026-06-17T14:13:00,1126,,add to cart clicked,api_v2,missing_event_id
scroll,2026-06-17T07:25:18,,evt_005948,scrolled down,desktop_app,missing_user_id
,2026-06-16T15:57:20,9892,evt_005949,,tablet,invalid_event_type
search,2026-06-17T19:28:26,86,,SEARCH EVENT,mobil,missing_event_id
,2026-06-21T21:57:23,6995,,checkout finished,web,missing_event_type;missing_event_id
,2026-06-24T08:36:47,8848,evt_005962,,mobile_android,invalid_event_type
search,2026-06-21T22:11:09,4981,evt_005966,rage searched product,mobile_ios,duplicate_event
page_view,,2774,evt_005969,,desktop_app,invalid_timestamp
,2026-06-22T04:24:07,4069,evt_005980,,direct,invalid_event_type
add_to_cart,2026-06-21T15:17:27,2092,,added same item twice,web,missing_event_id
scroll,2026-06-21T21:41:01,,evt_005995,scrolling endlessly,unknown_source,missing_user_id
search,,566,evt_005997,looked up return policy,web,invalid_timestamp
scroll,,5848,evt_006007,scrolled down,web,invalid_timestamp
ADD_TO_CART,2026-06-19T06:11:18,1340,evt_006008,,hsearch,duplicate_event
remove_from_cart,,3790,evt_006021,removed item from cart,mobile_ios,invalid_timestamp
scroll,,1316,evt_006025,user flicked page aggresively,web,invalid_timestamp
scroll,2026-06-16T19:23:15,1653,,scroll spam,web,missing_event_id
page_view,,2971,evt_006028,Page loaded,email,invalid_timestamp
,2026-06-25T11:31:17,4636,evt_006029,scrolled down,tablet,missing_event_type
remove_from_cart,,4944,evt_006031,removed product,web,missing_timestamp
scroll,2026-06-24T19:42:56,5367,evt_006038,scrolling endlessly,unknown_source,duplicate_event
page_view,2026-06-20T18:42:31,,evt_006049,page refresh loop??,web,missing_user_id
,2026-06-15T20:56:27,787,evt_006059,,unknown_source,invalid_event_type
,2026-06-16T13:07:34,2825,evt_006062,viewed product page,unknown_source,missing_event_type
,2026-06-19T18:45:37,1790,evt_006065,,,missing_event_type
page_view,2026-06-25T06:27:34,3933,evt_006068,Page loaded,desktop_app,duplicate_event
remove_from_cart,2026-06-18T15:38:31,551,evt_006080,removed item from cart,desktop_app,duplicate_event
add_to_cart,2026-06-22T11:08:49,,evt_006081,added product to shopping cart,mobile_ios,missing_user_id
,2026-06-20T10:07:40,6013,evt_006084,removed item from cart,web,missing_event_type
,2026-06-21T11:50:27,4254,evt_006086,PAGE_VIEW,,missing_event_type
search,2026-06-22T02:42:23,,evt_006105,typo in search query,,missing_user_id
page_view,,2288,,opened pricing page,api_v2,invalid_timestamp;missing_event_id
page_view,2026-06-22T02:35:44,,evt_006116,landed on homepage,desktop_app,missing_user_id
page_view,,8949,,viewed product page,web,invalid_timestamp;missing_event_id
page_view,,812,,user stared at page for a while,mobile_ios,missing_timestamp;missing_event_id
page_view,2026-06-21T06:13:38,,evt_006126,landed on homepage,web,missing_user_id
,2026-06-18T06:27:23,9008,evt_006128,,api_v2,missing_event_type
,2026-06-15T11:21:44,4414,evt_006142,accidentally opened page,api_v2,missing_event_type
page_view,,6243,evt_006147,Page loaded,,invalid_timestamp
search,,5524,,random search,web,missing_timestamp;missing_event_id
,2026-06-18T08:29:10,915,evt_006157,barely scrolling,mobile_ios,missing_event_type
search,2026-06-17T09:03:00,,evt_006159,search query: headphones,desktop_app,missing_user_id
page_view,,828,evt_006162,landed on homepage,web,invalid_timestamp
,2026-06-20T09:29:46,8721,evt_006164,,email,missing_event_type
,2026-06-25T21:07:04,7051,evt_006166,user stared at page for a while,web,missing_event_type
page_view,,4471,evt_006170,Page loaded,api_v2,invalid_timestamp
page_view,2026-06-22T10:25:14,,evt_006172,accidentally opened page,email,missing_user_id
,2026-06-20T21:01:34,5998,evt_006175,viewed product page,tablet,missing_event_type
page_view,2026-06-15T21:06:28,1014,,viewed product page,web,missing_event_id
scroll,2026-06-15T06:46:36,,evt_006183,barely scrolling,desktop_app,missing_user_id
add_to_cart,,5572,evt_006184,added product to shopping cart,web,invalid_timestamp
page_view,2026-06-21T16:42:48,,evt_006187,opened pricing page,desktop_app,missing_user_id
,2026-06-25T03:16:02,8807,evt_006193,,mobile_ios,missing_event_type
scroll,,6331,evt_006194,,email,missing_timestamp
scroll,,6614,evt_006198,scrolled down,mobile_ios,missing_timestamp
remove_from_cart,,9545,evt_006199,removed item from cart,web,invalid_timestamp
page_view,,,evt_006201,viewed product page,mobile_ios,missing_timestamp;missing_user_id
scroll,,6478,evt_006202,,email,missing_timestamp
scroll,2026-06-17T03:47:45,8775,evt_006218,user flicked page aggresively,unknown_source,duplicate_event
,2026-06-17T11:45:31,7852,evt_006222,,mobile_ios,invalid_event_type
scroll,,3201,evt_006223,fast scroll through page,,invalid_timestamp
page_view,2026-06-16T03:17:02,,evt_006224,landed on homepage,mobile_android,missing_user_id
page_view,2026-06-26T16:18:39,4733,,landed on homepage,mobile_ios,missing_event_id
,2026-06-15T07:47:16,6430,evt_006242,,hsearch,invalid_event_type
page_view,,8189,evt_006246,viewed product page,mobile_ios,invalid_timestamp
,2026-06-21T10:52:24,8054,evt_006250,,desktop_app,invalid_event_type
page_view,2026-06-17T05:01:21,4322,evt_006251,,mobile_ios,duplicate_event
,2026-06-20T23:49:59,207,evt_006257,accidentally opened page,mobile_ios,missing_event_type
purchase,,7355,evt_006263,order placed,web,missing_timestamp
page_view,2026-06-21T22:12:50,,evt_006270,landed on homepage,web,missing_user_id
,2026-06-17T04:38:28,3224,evt_006271,opened page then immediately left,email,missing_event_type
page_view,,6068,evt_006273,PAGE_VIEW,desktop_app,missing_timestamp
page_view,2026-06-24T20:30:22,,evt_006280,landed on homepage,WEB,missing_user_id
,2026-06-20T13:24:28,9191,evt_006282,,desktop_app,invalid_event_type
search,2026-06-23T12:11:58,8114,,searched for shoes,mobil,missing_event_id
,2026-06-15T04:29:16,1417,evt_006287,"changed mind, removed",tablet,missing_event_type
,2026-06-15T04:29:16,1417,evt_006287,"changed mind, removed",tablet,duplicate_event
,2026-06-19T20:57:29,3892,evt_006298,,mobile_ios,invalid_event_type
search,,9794,evt_006301,typo in search query,tablet,missing_timestamp
,,3850,evt_006304,search query: headphones,web,missing_event_type;missing_timestamp
,2026-06-24T21:38:22,5865,evt_006306,removed item from cart,,missing_event_type
add_to_cart,,4499,evt_006316,added same item twice,mobile_ios,invalid_timestamp
,2026-06-25T17:46:57,5163,evt_006321,,unknown_source,missing_event_type
,2026-06-20T20:11:48,3603,evt_006326,opened page then immediately left,mobile_ios,missing_event_type
,2026-06-25T11:18:38,4750,evt_006327,,web,missing_event_type
page_view,,8278,evt_006332,user stared at page for a while,web,missing_timestamp
page_view,,2027,evt_006334,,unknown_source,missing_timestamp
,2026-06-20T09:53:05,8917,evt_006337,,mobile_android,missing_event_type
page_view,2026-06-26T06:00:51,,evt_006340,page refresh loop??,desktop_app,missing_user_id
scroll,,7067,evt_006350,,hsearch,missing_timestamp
scroll,2026-06-20T17:26:51,6724,evt_006352,,email,duplicate_event
search,2026-06-17T09:48:07,8052,,rage searched product,desktop_app,missing_event_id
scroll,2026-06-21T20:28:01,,evt_006376,,desktop_app,missing_user_id
,2026-06-25T22:47:07,5198,evt_006383,Page loaded,,missing_event_type
,,8405,evt_006384,scroll spam,web,missing_event_type;invalid_timestamp
,2026-06-22T02:50:24,9450,evt_006387,added item to cart,,missing_event_type
page_view,,4770,evt_006388,opened pricing page,mobile_ios,missing_timestamp
,2026-06-16T06:26:45,6411,evt_006396,searched for shoes,web,missing_event_type
add_to_cart,2026-06-21T02:11:01,,evt_006402,added same item twice,web,missing_user_id
,,6229,evt_006405,PAGE_VIEW,mobil,missing_event_type;missing_timestamp
purchase,2026-06-17T07:55:56,,evt_006408,payment successful,unknown_source,missing_user_id
page_view,2026-06-17T16:11:22,,evt_006411,opened pricing page,,missing_user_id
add_to_cart,,3427,evt_006420,added product to shopping cart,tablet,missing_timestamp
page_view,,4689,evt_006427,,web,missing_timestamp
page_view,,4481,evt_006431,Page loaded,hsearch,missing_timestamp
,2026-06-15T17:26:18,8408,evt_006436,,web,invalid_event_type
add_to_cart,,1885,evt_006437,added product to shopping cart,web,missing_timestamp
,2026-06-20T09:43:49,9879,evt_006439,,desktop_app,invalid_event_type
,2026-06-20T09:43:49,9879,evt_006439,,desktop_app,duplicate_event
scroll,,7797,evt_006440,,hsearch,invalid_timestamp
scroll,,7797,evt_006440,,hsearch,duplicate_event
PAGE_VIEW,2026-06-26T06:09:47,4178,evt_006441,,mobil,duplicate_event
page_view,2026-06-20T01:00:51,,evt_006444,,desktop_app,missing_user_id
page_view,2026-06-22T13:11:22,5859,,opened pricing page,desktop_app,missing_event_id
page_view,,9579,evt_006450,opened pricing page,web,missing_timestamp
page_view,2026-06-23T20:55:17,,evt_006455,opened pricing page,email,missing_user_id
search,,7576,evt_006459,looked up return policy,web,missing_timestamp
remove_from_cart,,83,,removed product,desktop_app,missing_timestamp;missing_event_id
,2026-06-17T01:25:01,4512,evt_006469,,mobile_ios,missing_event_type
,2026-06-26T12:33:33,4218,evt_006473,,web,invalid_event_type
,,1109,evt_006477,add to cart clicked,mobile_android,missing_event_type;invalid_timestamp
scroll,2026-06-21T09:50:52,1758,,scrolling endlessly,web,missing_event_id
scroll,2026-06-24T13:37:34,5903,evt_006486,scrolled down,mobile_ios,duplicate_event
page_view,2026-06-21T05:13:09,9193,,viewed product page,web,missing_event_id
,2026-06-22T05:53:34,3753,evt_006489,landed on homepage,web,missing_event_type
scroll,2026-06-23T14:10:30,5630,,fast scroll through page,web,missing_event_id
page_view,,5420,evt_006494,opened pricing page,,missing_timestamp
scroll,2026-06-23T12:05:57,,evt_006496,scrolled down,direct,missing_user_id
search,,530,evt_006500,searched for shoes,web,invalid_timestamp
search,2026-06-23T02:51:10,,evt_006503,searched for shoes,,missing_user_id
purchase,2026-06-24T22:35:04,,evt_006504,purchase completed,tablet,missing_user_id
page_view,2026-06-23T17:56:38,,evt_006506,viewed product page,tablet,missing_user_id
scroll,,,evt_006511,fast scroll through page,mobile_android,missing_timestamp;missing_user_id
page_view,2026-06-16T00:09:48,2591,,landed on homepage,tablet,missing_event_id
search,,7200,evt_006516,typo in search query,mobil,invalid_timestamp
page_view,2026-06-18T10:05:24,3042,evt_006522,viewed product page,web,duplicate_event
,2026-06-20T15:31:59,2338,evt_006530,,web,invalid_event_type
remove_from_cart,,8045,evt_006534,removed item from cart,web,invalid_timestamp
add_to_cart,,1469,evt_006541,added item to cart,tablet,missing_timestamp
search,,7428,evt_006546,typo in search query,desktop_app,missing_timestamp
,2026-06-17T15:41:46,9981,evt_006550,added product to shopping cart,mobile_ios,missing_event_type
,2026-06-16T09:27:02,7148,evt_006568,rage searched product,tablet,missing_event_type
scroll,,4253,evt_006578,barely scrolling,tablet,missing_timestamp
page_view,2026-06-25T16:01:31,,evt_006579,viewed product page,mobil,missing_user_id
scroll,,8772,,scroll spam,web,missing_timestamp;missing_event_id
search,2026-06-16T06:41:29,,evt_006583,,tablet,missing_user_id
scroll,2026-06-17T04:06:30,70,,"slow scroll, reading carefully",desktop_app,missing_event_id
,2026-06-21T13:45:18,2454,evt_006592,,hsearch,missing_event_type
search,2026-06-20T22:18:04,6060,,search query: headphones,mobile_ios,missing_event_id
add_to_cart,2026-06-16T00:05:40,9646,evt_006600,added item to cart,web,duplicate_event
search,2026-06-19T15:27:17,,evt_006604,typo in search query,web,missing_user_id
remove_from_cart,2026-06-25T10:03:49,6630,,removed item immediately after adding,desktop_app,missing_event_id
add_to_cart,2026-06-19T12:05:58,4269,,added product to shopping cart,,missing_event_id
remove_from_cart,,9058,evt_006615,removed item from cart,mobile_android,missing_timestamp
,,9212,evt_006623,opened pricing page,mobile_ios,missing_event_type;invalid_timestamp
search,2026-06-22T05:57:32,6935,evt_006627,searched for shoes,tablet,duplicate_event
remove_from_cart,2026-06-19T14:52:41,,evt_006628,,web,missing_user_id
page_view,2026-06-15T07:38:11,2385,evt_006632,PAGE_VIEW,unknown_source,duplicate_event
remove_from_cart,,7760,evt_006638,removed item from cart,tablet,invalid_timestamp
,2026-06-24T22:38:21,2398,,,hsearch,invalid_event_type;missing_event_id
,2026-06-23T19:23:21,2571,evt_006640,,unknown_source,missing_event_type
,2026-06-19T09:52:30,7206,evt_006643,,web,invalid_event_type
scroll,,9783,evt_006657,barely scrolling,tablet,invalid_timestamp
scroll,,9783,evt_006657,barely scrolling,tablet,duplicate_event
page_view,2026-06-25T16:23:44,,evt_006659,page refresh loop??,desktop_app,missing_user_id
scroll,2026-06-22T23:10:10,7260,,"slow scroll, reading carefully",desktop_app,missing_event_id
add_to_cart,2026-06-21T06:29:20,9189,evt_006669,added item to cart,mobile_android,duplicate_event
,2026-06-16T15:42:17,4193,evt_006670,scrolled down,desktop_app,missing_event_type
search,,728,evt_006675,searched for shoes,desktop_app,missing_timestamp
scroll,2026-06-22T10:32:56,9956,evt_006678,scrolled down,web,duplicate_event
page_view,2026-06-21T02:06:48,3727,,viewed product page,WEB,missing_event_id
page_view,,8198,evt_006680,Page loaded,api_v2,missing_timestamp
,2026-06-25T06:55:29,5910,evt_006685,,tablet,invalid_event_type
,2026-06-25T06:55:29,5910,evt_006685,,tablet,duplicate_event
scroll,,2714,evt_006691,"slow scroll, reading carefully",api_v2,invalid_timestamp
scroll,2026-06-20T17:51:30,5652,,fast scroll through page,hsearch,missing_event_id
page_view,,1578,evt_006705,viewed product page,mobile_ios,invalid_timestamp
page_view,2026-06-21T00:32:59,6710,,,mobile_ios,missing_event_id
,2026-06-25T08:19:50,4437,evt_006717,scrolling endlessly,unknown_source,missing_event_type
scroll,2026-06-22T04:44:39,2200,,scrolled down,mobile_ios,missing_event_id
scroll,2026-06-25T18:15:54,,evt_006731,,web,missing_user_id
scroll,2026-06-19T04:45:44,,evt_006734,scrolled down,email,missing_user_id
,,1896,evt_006738,,desktop_app,invalid_event_type;missing_timestamp
,2026-06-15T21:38:01,8896,evt_006741,,hsearch,missing_event_type
scroll,,4421,evt_006751,scrolled down,web,missing_timestamp
,2026-06-26T00:48:52,5691,evt_006757,removed item from cart,mobile_ios,missing_event_type
page_view,,7844,evt_006760,landed on homepage,hsearch,missing_timestamp
scroll,2026-06-23T13:44:15,2751,,fast scroll through page,tablet,missing_event_id
